Albania;2011;010591;Fowls, live domestic > 185 grams;Import;1601263;1798951;Number of items;1047368;01_live_animals
Albania;2011;010599;Poultry, live except domestic fowls, > 185 grams;Import;144106;210686;Number of items;184130;01_live_animals
Albania;2011;010600;Animals, live, except farm animals;Export;997424;137017;No Quantity;;01_live_animals
Albania;2011;010600;Animals, live, except farm animals;Import;1263526;198740;No Quantity;;01_live_animals
Albania;2010;010119;Horses, live except pure-bred breeding;Import;3579;1119;Number of items;5;01_live_animals
Albania;2010;010210;Bovine animals, live pure-bred breeding;Import;628861;197482;Number of items;368;01_live_animals
Albania;2010;010290;Bovine animals, live, except pure-bred breeding;Import;17658038;8538249;Number of items;49478;01_live_animals
Albania;2010;010310;Swine, live pure-bred breeding;Import;90783;55980;Number of items;552;01_live_animals
Albania;2010;010391;Swine, live except pure-bred breeding < 50 kg;Import;199919;123788;Number of items;2090;01_live_animals
Albania;2010;010392;Swine, live except pure-bred breeding > 50 kg;Import;9414329;5807954;Number of items;69739;01_live_animals
Albania;2010;010410;Sheep, live;Import;141413;47010;Number of items;24355;01_live_animals
Albania;2010;010420;Goats, live;Import;57083;23405;Number of items;595;01_live_animals
Albania;2010;010511;Fowls, live domestic < 185 grams;Import;2987471;533590;Number of items;6248176;01_live_animals
Albania;2010;010519;Poultry, live except domestic fowls, < 185 grams;Import;170344;13095;Number of items;138382;01_live_animals
Albania;2010;010591;Fowls, live domestic > 185 grams;Import;2292001;2751701;Number of items;1489754;01_live_animals
Albania;2010;010599;Poultry, live except domestic fowls, > 185 grams;Import;156336;210737;Number of items;191013;01_live_animals
Albania;2010;010600;Animals, live, except farm animals;Export;609694;94520;No Quantity;;01_live_animals
Albania;2010;010600;Animals, live, except farm animals;Import;778063;145950;No Quantity;;01_live_animals
Albania;2009;010119;Horses, live except pure-bred breeding;Import;24270;10510;Number of items;28;01_live_animals
Albania;2009;010210;Bovine animals, live pure-bred breeding;Import;591836;182392;Number of items;334;01_live_animals
Albania;2009;010290;Bovine animals, live, except pure-bred breeding;Import;26028954;12145286;Number of items;69055;01_live_animals
Albania;2009;010391;Swine, live except pure-bred breeding < 50 kg;Import;390877;223719;Number of items;3100;01_live_animals
Albania;2009;010392;Swine, live except pure-bred breeding > 50 kg;Import;7571008;4367254;Number of items;131882;01_live_animals
Albania;2009;010410;Sheep, live;Import;85318;33664;Number of items;602;01_live_animals
Albania;2009;010420;Goats, live;Import;13309;5250;Number of items;175;01_live_animals
Albania;2009;010511;Fowls, live domestic < 185 grams;Import;2964868;351694;Number of items;6359495;01_live_animals
Albania;2009;010519;Poultry, live except domestic fowls, < 185 grams;Import;99146;5250;Number of items;67347;01_live_animals
Albania;2009;010591;Fowls, live domestic > 185 grams;Import;964777;1312414;Number of items;824648;01_live_animals
Albania;2009;010599;Poultry, live except domestic fowls, > 185 grams;Import;150676;127684;Number of items;125400;01_live_animals
Albania;2009;010600;Animals, live, except farm animals;Import;636568;87951;No Quantity;;01_live_animals
Albania;2009;010600;Animals, live, except farm animals;Export;520743;54176;No Quantity;;01_live_animals
Albania;2008;010119;Horses, live except pure-bred breeding;Import;7997;2800;Number of items;8;01_live_animals
Albania;2008;010210;Bovine animals, live pure-bred breeding;Import;462721;97420;Number of items;227;01_live_animals
Albania;2008;010290;Bovine animals, live, except pure-bred breeding;Import;29130831;12733299;Number of items;485180;01_live_animals
Albania;2008;010310;Swine, live pure-bred breeding;Import;565499;278505;Number of items;1028;01_live_animals
Albania;2008;010391;Swine, live except pure-bred breeding < 50 kg;Import;87175;46610;Number of items;800;01_live_animals
Albania;2008;010392;Swine, live except pure-bred breeding > 50 kg;Import;7372797;3953924;Number of items;42548;01_live_animals
Albania;2008;010511;Fowls, live domestic < 185 grams;Import;2395577;256206;Number of items;4927432;01_live_animals
Albania;2008;010519;Poultry, live except domestic fowls, < 185 grams;Import;151377;14449;Number of items;125780;01_live_animals
Albania;2008;010591;Fowls, live domestic > 185 grams;Import;419684;484490;Number of items;322000;01_live_animals
Albania;2008;010599;Poultry, live except domestic fowls, > 185 grams;Import;51562;72810;Number of items;39230;01_live_animals
Albania;2008;010600;Animals, live, except farm animals;Import;859291;112974;Number of items;109907;01_live_animals
Albania;2008;010600;Animals, live, except farm animals;Export;767554;82215;Number of items;78592;01_live_animals
Albania;2008;010600;Animals, live, except farm animals;Re-Export;603716;66820;Number of items;63999;01_live_animals
Albania;2007;010111;Horses, live pure-bred breeding;Import;97402;;No Quantity;;01_live_animals
Albania;2007;010119;Horses, live except pure-bred breeding;Import;8753;;No Quantity;;01_live_animals
Albania;2007;010210;Bovine animals, live pure-bred breeding;Import;507218;142262;Number of items;292;01_live_animals
Albania;2007;010290;Bovine animals, live, except pure-bred breeding;Import;24843875;10169863;Number of items;36544;01_live_animals
Albania;2007;010310;Swine, live pure-bred breeding;Import;277565;36285;Number of items;502;01_live_animals
Albania;2007;010391;Swine, live except pure-bred breeding < 50 kg;Import;103493;;No Quantity;;01_live_animals
Albania;2007;010392;Swine, live except pure-bred breeding > 50 kg;Import;3929743;;Number of items;23739;01_live_animals
Albania;2007;010420;Goats, live;Export;2635;935;No Quantity;;01_live_animals
Albania;2007;010511;Fowls, live domestic < 185 grams;Import;1736292;32415;No Quantity;;01_live_animals
Albania;2007;010519;Poultry, live except domestic fowls, < 185 grams;Import;82065;;No Quantity;;01_live_animals
Albania;2007;010591;Fowls, live domestic > 185 grams;Import;496567;;Number of items;231692;01_live_animals
Albania;2007;010599;Poultry, live except domestic fowls, > 185 grams;Import;27290;;Number of items;4151;01_live_animals
Albania;2007;010600;Animals, live, except farm animals;Import;543407;;No Quantity;;01_live_animals
Albania;2007;010600;Animals, live, except farm animals;Export;818676;;No Quantity;;01_live_animals
Albania;2006;010119;Horses, live except pure-bred breeding;Import;9136;1530;Number of items;5;01_live_animals
Albania;2006;010210;Bovine animals, live pure-bred breeding;Import;1075215;596367;Number of items;1062;01_live_animals
Albania;2006;010290;Bovine animals, live, except pure-bred breeding;Import;17335204;10576379;Number of items;331900;01_live_animals
Albania;2006;010391;Swine, live except pure-bred breeding < 50 kg;Import;171568;110888;Number of items;3175;01_live_animals
Albania;2006;010392;Swine, live except pure-bred breeding > 50 kg;Import;3603909;2319085;Number of items;74300;01_live_animals
Albania;2006;010410;Sheep, live;Import;2484;2500;Number of items;76;01_live_animals
Albania;2006;010420;Goats, live;Import;3755;1500;Number of items;49;01_live_animals
Albania;2006;010511;Fowls, live domestic < 185 grams;Import;937792;130418;Number of items;2330395;01_live_animals
Albania;2006;010519;Poultry, live except domestic fowls, < 185 grams;Import;18138;2029;Number of items;25710;01_live_animals
Albania;2006;010591;Fowls, live domestic > 185 grams;Import;118578;201868;Number of items;149514;01_live_animals
Albania;2006;010599;Poultry, live except domestic fowls, > 185 grams;Import;12472;14300;Number of items;17701;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Import;567152;119855;Number of items;30319;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Export;1063300;224278;Number of items;81337;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Re-Export;476744;109332;Number of items;28748;01_live_animals
Albania;2006;010600;Animals, live, except farm animals;Re-Import;546949;117200;Number of items;29400;01_live_animals
Albania;2005;010111;Horses, live pure-bred breeding;Import;18273;15400;Number of items;13506;01_live_animals
Albania;2005;010119;Horses, live except pure-bred breeding;Import;2834;400;Number of items;4;01_live_animals
Albania;2005;010210;Bovine animals, live pure-bred breeding;Import;1187125;671107;Number of items;1236;01_live_animals
Albania;2005;010290;Bovine animals, live, except pure-bred breeding;Import;6900678;4320749;Number of items;84262;01_live_animals
Albania;2005;010310;Swine, live pure-bred breeding;Import;59351;42510;Number of items;797;01_live_animals
Albania;2005;010391;Swine, live except pure-bred breeding < 50 kg;Import;89398;83995;Number of items;1779;01_live_animals
Albania;2005;010392;Swine, live except pure-bred breeding > 50 kg;Import;1398170;1770931;Number of items;45445;01_live_animals
Albania;2005;010410;Sheep, live;Import;9074;10680;Number of items;348;01_live_animals
Albania;2005;010511;Fowls, live domestic < 185 grams;Import;1272712;187566;Number of items;2804778;01_live_animals
Albania;2005;010511;Fowls, live domestic < 185 grams;Export;35714;2477;Number of items;64325;01_live_animals
Albania;2005;010519;Poultry, live except domestic fowls, < 185 grams;Import;49608;5568;Number of items;30834;01_live_animals
Albania;2005;010591;Fowls, live domestic > 185 grams;Import;110586;182879;Number of items;102187;01_live_animals
Albania;2005;010599;Poultry, live except domestic fowls, > 185 grams;Import;28726;21285;Number of items;10936;01_live_animals
Albania;2005;010600;Animals, live, except farm animals;Import;41404;21292;Number of items;4521;01_live_animals
Albania;2005;010600;Animals, live, except farm animals;Export;918970;140870;Number of items;137102;01_live_animals
Albania;2005;010600;Animals, live, except farm animals;Re-Export;81661;120;Number of items;2;01_live_animals
Albania;2004;010111;Horses, live pure-bred breeding;Import;4089;3366;Number of items;1202;01_live_animals
Albania;2004;010119;Horses, live except pure-bred breeding;Import;1142;520;Number of items;4;01_live_animals
Albania;2004;010210;Bovine animals, live pure-bred breeding;Import;1368451;706591;Number of items;1717;01_live_animals
Albania;2004;010290;Bovine animals, live, except pure-bred breeding;Import;2142425;1521541;Number of items;38843;01_live_animals
Albania;2004;010391;Swine, live except pure-bred breeding < 50 kg;Import;108210;119520;Number of items;2447;01_live_animals
Albania;2004;010392;Swine, live except pure-bred breeding > 50 kg;Import;407522;556714;Number of items;7084;01_live_animals
Albania;2004;010410;Sheep, live;Import;2600;1410;Number of items;35;01_live_animals
Albania;2004;010420;Goats, live;Import;5376;4800;Number of items;160;01_live_animals
Albania;2004;010511;Fowls, live domestic < 185 grams;Import;759378;110147;Number of items;2466766;01_live_animals
Albania;2004;010519;Poultry, live except domestic fowls, < 185 grams;Import;21363;2339;Number of items;15942;01_live_animals
Albania;2004;010591;Fowls, live domestic > 185 grams;Import;183187;272140;Number of items;183034;01_live_animals
Albania;2004;010599;Poultry, live except domestic fowls, > 185 grams;Import;591;410;Number of items;280;01_live_animals
Albania;2004;010600;Animals, live, except farm animals;Import;2163;715;Number of items;250;01_live_animals
Albania;2004;010600;Animals, live, except farm animals;Export;769695;107579;Number of items;80306;01_live_animals
Albania;2003;010111;Horses, live pure-bred breeding;Import;1851;116;Number of items;139;01_live_animals
Albania;2003;010111;Horses, live pure-bred breeding;Export;3346;125;Number of items;1;01_live_animals
Albania;2003;010210;Bovine animals, live pure-bred breeding;Import;1296679;467655;Number of items;22276;01_live_animals
Albania;2003;010290;Bovine animals, live, except pure-bred breeding;Import;1494653;729440;Number of items;39987;01_live_animals
Albania;2003;010310;Swine, live pure-bred breeding;Import;28293;3920;Number of items;180;01_live_animals
Albania;2003;010391;Swine, live except pure-bred breeding < 50 kg;Import;38902;18881;Number of items;1156;01_live_animals
Albania;2003;010392;Swine, live except pure-bred breeding > 50 kg;Import;26605;21093;Number of items;2182;01_live_animals
Albania;2003;010410;Sheep, live;Import;4095;1909;Number of items;81;01_live_animals
Albania;2003;010511;Fowls, live domestic < 185 grams;Import;849188;16714;Number of items;2666020;01_live_animals
Albania;2003;010519;Poultry, live except domestic fowls, < 185 grams;Import;14218;468;Number of items;22100;01_live_animals
Albania;2003;010591;Fowls, live domestic > 185 grams;Import;171041;33325;Number of items;170486;01_live_animals
Albania;2003;010599;Poultry, live except domestic fowls, > 185 grams;Import;2243;;Number of items;1750;01_live_animals
Albania;2003;010600;Animals, live, except farm animals;Import;75009;1792;Number of items;300515;01_live_animals
Albania;2003;010600;Animals, live, except farm animals;Export;31957;1209;Number of items;7670;01_live_animals
Albania;2002;010210;Bovine animals, live pure-bred breeding;Import;1006256;433340;Number of items;5461;01_live_animals
Albania;2002;010290;Bovine animals, live, except pure-bred breeding;Import;185395;97502;Number of items;12651;01_live_animals
Albania;2002;010290;Bovine animals, live, except pure-bred breeding;Export;2358;1537;Number of items;6573;01_live_animals
Albania;2002;010391;Swine, live except pure-bred breeding < 50 kg;Import;5503;2770;Number of items;100;01_live_animals
Albania;2002;010392;Swine, live except pure-bred breeding > 50 kg;Import;188280;162747;Number of items;13463;01_live_animals
Albania;2002;010410;Sheep, live;Import;4555;2258;Number of items;86;01_live_animals
Albania;2002;010420;Goats, live;Import;21696;8785;Number of items;200;01_live_animals
Botswana;2000;010599;Poultry, live except domestic fowls, > 185 grams;Import;374783;0;Number of items;714898;01_live_animals
Botswana;2000;010599;Poultry, live except domestic fowls, > 185 grams;Export;94872;0;Number of items;11153;01_live_animals
Botswana;2000;010600;Animals, live, except farm animals;Import;108590;0;Number of items;20551;01_live_animals
Botswana;2000;010600;Animals, live, except farm animals;Export;120315;0;Number of items;3679;01_live_animals
Brazil;2016;010111;Horses, live pure-bred breeding;Export;4493103;157195;Number of items;371;01_live_animals
Brazil;2016;010111;Horses, live pure-bred breeding;Import;2290996;77701;Number of items;173;01_live_animals
Brazil;2016;010119;Horses, live except pure-bred breeding;Export;1881810;118710;Number of items;757;01_live_animals
Brazil;2016;010119;Horses, live except pure-bred breeding;Import;3415297;15500;Number of items;31;01_live_animals
Brazil;2016;010210;Bovine animals, live pure-bred breeding;Export;374888;59132;Number of items;129;01_live_animals
Brazil;2016;010210;Bovine animals, live pure-bred breeding;Import;166980;31359;Number of items;116;01_live_animals
Brazil;2016;010290;Bovine animals, live, except pure-bred breeding;Export;208488366;103024011;Number of items;292425;01_live_animals
Brazil;2016;010290;Bovine animals, live, except pure-bred breeding;Import;1844177;1309500;Number of items;2969;01_live_animals
Brazil;2016;010310;Swine, live pure-bred breeding;Export;571593;44499;Number of items;573;01_live_animals
Brazil;2016;010310;Swine, live pure-bred breeding;Import;846997;43084;Number of items;322;01_live_animals
Brazil;2016;010391;Swine, live except pure-bred breeding < 50 kg;Export;9130;1277;Number of items;8372;01_live_animals
Brazil;2016;010392;Swine, live except pure-bred breeding > 50 kg;Export;1641259;167150;Number of items;1431;01_live_animals
Brazil;2016;010410;Sheep, live;Import;5815;120;Number of items;1;01_live_animals
Brazil;2016;010511;Fowls, live domestic < 185 grams;Export;65793380;753905;Number of items;15314469;01_live_animals
Brazil;2016;010511;Fowls, live domestic < 185 grams;Import;4049588;3751;Number of items;81433;01_live_animals
Brazil;2016;010591;Fowls, live domestic > 185 grams;Export;11200;81;Number of items;22;01_live_animals
Brazil;2016;010600;Animals, live, except farm animals;Export;488105;602;Number of items;6538;01_live_animals
Brazil;2016;010600;Animals, live, except farm animals;Import;283045;647;Number of items;1660;01_live_animals
Brazil;2015;010111;Horses, live pure-bred breeding;Re-Import;15000;500;Number of items;1;01_live_animals
Brazil;2015;010111;Horses, live pure-bred breeding;Export;1837807;90270;Number of items;1164;01_live_animals
Brazil;2015;010111;Horses, live pure-bred breeding;Import;2104598;94170;Number of items;200;01_live_animals
Brazil;2015;010119;Horses, live except pure-bred breeding;Re-Import;5080;450;Number of items;1;01_live_animals
Brazil;2015;010119;Horses, live except pure-bred breeding;Export;1875084;131440;Number of items;285;01_live_animals
Brazil;2015;010119;Horses, live except pure-bred breeding;Import;3486500;40800;Number of items;82;01_live_animals
Brazil;2015;010120;Asses, mules and hinnies, live;Export;15452;1278;Number of items;5;01_live_animals
Brazil;2015;010210;Bovine animals, live pure-bred breeding;Export;1059181;172070;Number of items;368;01_live_animals
Brazil;2015;010210;Bovine animals, live pure-bred breeding;Import;55095;19102;Number of items;45;01_live_animals
Brazil;2015;010290;Bovine animals, live, except pure-bred breeding;Export;209541454;99380714;Number of items;211815;01_live_animals
Brazil;2015;010290;Bovine animals, live, except pure-bred breeding;Import;1340160;785830;Number of items;1731;01_live_animals
Brazil;2015;010310;Swine, live pure-bred breeding;Export;1292006;281946;Number of items;3068;01_live_animals
Brazil;2015;010310;Swine, live pure-bred breeding;Import;1028107;88082;Number of items;778;01_live_animals
Brazil;2015;010392;Swine, live except pure-bred breeding > 50 kg;Export;960950;83840;Number of items;879;01_live_animals
Brazil;2015;010410;Sheep, live;Export;277530;9750;Number of items;185;01_live_animals
Brazil;2015;010410;Sheep, live;Import;34985;5555;Number of items;82;01_live_animals
Brazil;2015;010511;Fowls, live domestic < 185 grams;Export;60429529;744195;Number of items;15180064;01_live_animals
Brazil;2015;010511;Fowls, live domestic < 185 grams;Import;1840680;3670;Number of items;72876;01_live_animals
Brazil;2015;010519;Poultry, live except domestic fowls, < 185 grams;Import;56125;673;Number of items;11040;01_live_animals
Brazil;2015;010599;Poultry, live except domestic fowls, > 185 grams;Export;424828;3972;Number of items;1233;01_live_animals
Brazil;2015;010600;Animals, live, except farm animals;Export;442327;5246;Number of items;17322;01_live_animals
Brazil;2015;010600;Animals, live, except farm animals;Import;271389;7535;Number of items;1900;01_live_animals
Brazil;2014;010111;Horses, live pure-bred breeding;Export;2826032;106588;Number of items;234;01_live_animals
Brazil;2014;010111;Horses, live pure-bred breeding;Import;3833952;189036;Number of items;429;01_live_animals
Brazil;2014;010119;Horses, live except pure-bred breeding;Export;1347252;248948;Number of items;618;01_live_animals
Brazil;2014;010119;Horses, live except pure-bred breeding;Import;1348578;52450;Number of items;107;01_live_animals
Brazil;2014;010120;Asses, mules and hinnies, live;Import;2900;500;Number of items;1;01_live_animals
Brazil;2014;010210;Bovine animals, live pure-bred breeding;Export;32439865;5642696;Number of items;15114;01_live_animals
Brazil;2014;010210;Bovine animals, live pure-bred breeding;Import;108701;16350;Number of items;37;01_live_animals
Brazil;2014;010290;Bovine animals, live, except pure-bred breeding;Export;648493351;298824624;Number of items;634089;01_live_animals
Brazil;2014;010290;Bovine animals, live, except pure-bred breeding;Import;6948940;4538273;Number of items;10153;01_live_animals
Brazil;2014;010310;Swine, live pure-bred breeding;Export;832435;108189;Number of items;1139;01_live_animals
Brazil;2014;010310;Swine, live pure-bred breeding;Import;643622;39151;Number of items;409;01_live_animals
Brazil;2014;010392;Swine, live except pure-bred breeding > 50 kg;Export;1124071;149520;Number of items;1547;01_live_animals
Brazil;2014;010410;Sheep, live;Import;51481;2200;Number of items;21;01_live_animals
Brazil;2014;010511;Fowls, live domestic < 185 grams;Export;54925159;802943;Number of items;16488536;01_live_animals
Brazil;2014;010511;Fowls, live domestic < 185 grams;Import;7676739;14595;Number of items;264269;01_live_animals
Brazil;2014;010600;Animals, live, except farm animals;Export;211152;2354;Number of items;5784;01_live_animals
Brazil;2014;010600;Animals, live, except farm animals;Import;489148;13136;Number of items;2421;01_live_animals
Brazil;2013;010111;Horses, live pure-bred breeding;Export;1894308;125320;Number of items;285;01_live_animals
Brazil;2013;010111;Horses, live pure-bred breeding;Import;2865681;198140;Number of items;1458;01_live_animals
Brazil;2013;010119;Horses, live except pure-bred breeding;Export;1350100;226340;Number of items;563;01_live_animals
Brazil;2013;010119;Horses, live except pure-bred breeding;Import;1910649;128070;Number of items;263;01_live_animals
Brazil;2013;010210;Bovine animals, live pure-bred breeding;Export;5795742;1439380;Number of items;4100;01_live_animals
Brazil;2013;010210;Bovine animals, live pure-bred breeding;Import;195054;58220;Number of items;168;01_live_animals
Brazil;2013;010290;Bovine animals, live, except pure-bred breeding;Export;718200007;323951180;Number of items;684541;01_live_animals
Brazil;2013;010290;Bovine animals, live, except pure-bred breeding;Import;30331;9450;Number of items;21;01_live_animals
Brazil;2013;010310;Swine, live pure-bred breeding;Export;1142625;144589;Number of items;1832;01_live_animals
Brazil;2013;010310;Swine, live pure-bred breeding;Import;870814;63648;Number of items;784;01_live_animals
Brazil;2013;010392;Swine, live except pure-bred breeding > 50 kg;Export;2020340;202331;Number of items;2088;01_live_animals
Brazil;2013;010410;Sheep, live;Import;127878;28569;Number of items;590;01_live_animals
Brazil;2013;010420;Goats, live;Export;7791;740;Number of items;21;01_live_animals
Brazil;2013;010511;Fowls, live domestic < 185 grams;Export;51997106;1064287;Number of items;21920321;01_live_animals
Brazil;2013;010511;Fowls, live domestic < 185 grams;Import;2070710;9161;Number of items;156000;01_live_animals
Brazil;2013;010600;Animals, live, except farm animals;Export;189922;371;Number of items;4284;01_live_animals
Brazil;2013;010600;Animals, live, except farm animals;Import;391028;12642;Number of items;3366;01_live_animals
Brazil;2012;010111;Horses, live pure-bred breeding;Export;1633555;129520;Number of items;313;01_live_animals
Brazil;2012;010111;Horses, live pure-bred breeding;Import;4146336;266780;Number of items;622;01_live_animals
Brazil;2012;010119;Horses, live except pure-bred breeding;Export;1002145;198450;Number of items;488;01_live_animals
Brazil;2012;010119;Horses, live except pure-bred breeding;Import;1480650;136265;Number of items;779;01_live_animals
Brazil;2012;010120;Asses, mules and hinnies, live;Export;66950;7270;Number of items;21;01_live_animals
Brazil;2012;010120;Asses, mules and hinnies, live;Import;5000;140;Number of items;5;01_live_animals
Brazil;2012;010210;Bovine animals, live pure-bred breeding;Export;15695282;1047020;Number of items;3002;01_live_animals
Brazil;2012;010210;Bovine animals, live pure-bred breeding;Import;301596;105650;Number of items;205;01_live_animals
Brazil;2012;010290;Bovine animals, live, except pure-bred breeding;Export;578163125;242159350;Number of items;509324;01_live_animals
Brazil;2012;010290;Bovine animals, live, except pure-bred breeding;Import;90800;34000;Number of items;68;01_live_animals
Brazil;2012;010310;Swine, live pure-bred breeding;Export;310456;44828;Number of items;458;01_live_animals
Brazil;2012;010310;Swine, live pure-bred breeding;Import;915116;85229;Number of items;1352;01_live_animals
